protein1 protein2 combined_score
694431.DESACE_00020 694431.DESACE_00545 546
694431.DESACE_00020 694431.DESACE_05430 654
694431.DESACE_00020 694431.DESACE_03915 654
694431.DESACE_00020 694431.DESACE_05440 654
694431.DESACE_00025 694431.DESACE_09605 177
694431.DESACE_00025 694431.DESACE_04560 292
694431.DESACE_00025 694431.DESACE_02980 161
694431.DESACE_00025 694431.DESACE_08950 860
694431.DESACE_00025 694431.DESACE_04055 206
694431.DESACE_00025 694431.DESACE_05865 214
694431.DESACE_00025 694431.DESACE_04970 383
694431.DESACE_00025 694431.DESACE_08405 302
694431.DESACE_00025 694431.DESACE_07775 173
694431.DESACE_00025 694431.DESACE_05190 173
694431.DESACE_00025 694431.DESACE_00030 999
694431.DESACE_00025 694431.DESACE_00720 221
694431.DESACE_00025 694431.DESACE_05440 331
694431.DESACE_00025 694431.DESACE_06995 654
694431.DESACE_00025 694431.DESACE_09280 242
694431.DESACE_00025 694431.DESACE_00665 218
694431.DESACE_00025 694431.DESACE_01235 165
694431.DESACE_00025 694431.DESACE_02540 218
694431.DESACE_00025 694431.DESACE_04605 165
694431.DESACE_00025 694431.DESACE_01430 847
694431.DESACE_00030 694431.DESACE_05440 695
694431.DESACE_00030 694431.DESACE_06950 772
694431.DESACE_00030 694431.DESACE_06885 231
694431.DESACE_00030 694431.DESACE_07280 292
694431.DESACE_00030 694431.DESACE_09615 202
694431.DESACE_00030 694431.DESACE_05840 171
694431.DESACE_00030 694431.DESACE_01430 317
694431.DESACE_00030 694431.DESACE_04985 345
694431.DESACE_00030 694431.DESACE_07840 171
694431.DESACE_00030 694431.DESACE_05865 373
694431.DESACE_00030 694431.DESACE_01860 292
694431.DESACE_00030 694431.DESACE_00495 208
694431.DESACE_00030 694431.DESACE_05080 181
694431.DESACE_00030 694431.DESACE_09605 225
694431.DESACE_00030 694431.DESACE_00025 999
694431.DESACE_00030 694431.DESACE_01960 292
694431.DESACE_00030 694431.DESACE_00705 171
694431.DESACE_00030 694431.DESACE_07455 161
694431.DESACE_00030 694431.DESACE_09500 292
694431.DESACE_00030 694431.DESACE_03860 185
694431.DESACE_00035 694431.DESACE_03990 188
694431.DESACE_00035 694431.DESACE_08665 152
694431.DESACE_00035 694431.DESACE_08015 250
694431.DESACE_00035 694431.DESACE_04170 262
694431.DESACE_00035 694431.DESACE_06285 165
694431.DESACE_00035 694431.DESACE_05535 224
694431.DESACE_00035 694431.DESACE_08355 186
694431.DESACE_00035 694431.DESACE_00605 181
694431.DESACE_00035 694431.DESACE_04715 154
694431.DESACE_00035 694431.DESACE_06845 424
694431.DESACE_00035 694431.DESACE_08000 205
694431.DESACE_00035 694431.DESACE_06850 188
694431.DESACE_00035 694431.DESACE_02245 165
694431.DESACE_00035 694431.DESACE_02760 188
694431.DESACE_00035 694431.DESACE_06765 188
694431.DESACE_00035 694431.DESACE_02385 215
694431.DESACE_00035 694431.DESACE_05125 216
694431.DESACE_00035 694431.DESACE_02510 154
694431.DESACE_00035 694431.DESACE_02035 218
694431.DESACE_00035 694431.DESACE_04295 188
694431.DESACE_00035 694431.DESACE_03110 186
694431.DESACE_00035 694431.DESACE_05445 204
694431.DESACE_00035 694431.DESACE_09195 188
694431.DESACE_00035 694431.DESACE_04290 188
694431.DESACE_00035 694431.DESACE_05320 455
694431.DESACE_00035 694431.DESACE_08495 204
694431.DESACE_00040 694431.DESACE_07230 315
694431.DESACE_00040 694431.DESACE_05935 228
694431.DESACE_00040 694431.DESACE_03575 230
694431.DESACE_00040 694431.DESACE_00050 313
694431.DESACE_00045 694431.DESACE_04930 292
694431.DESACE_00045 694431.DESACE_03655 292
