protein1 protein2 combined_score
267747.PPA0001 267747.PPA1338 545
267747.PPA0001 267747.PPA2272 222
267747.PPA0001 267747.PPA1423 222
267747.PPA0001 267747.PPA2341 256
267747.PPA0001 267747.PPA0009 347
267747.PPA0001 267747.PPA1891 572
267747.PPA0001 267747.PPA2342 416
267747.PPA0001 267747.PPA1098 256
267747.PPA0001 267747.PPA0010 256
267747.PPA0001 267747.PPA0002 786
267747.PPA0001 267747.PPA1280 314
267747.PPA0001 267747.PPA2040 256
267747.PPA0001 267747.PPA2039 304
267747.PPA0001 267747.PPA1045 256
267747.PPA0001 267747.PPA2134 183
267747.PPA0001 267747.PPA2353 569
267747.PPA0001 267747.PPA1860 642
267747.PPA0001 267747.PPA2352 459
267747.PPA0001 267747.PPA1042 256
267747.PPA0001 267747.PPA0040 314
267747.PPA0001 267747.PPA1682 167
267747.PPA0001 267747.PPA1387 423
267747.PPA0001 267747.PPA2244 686
267747.PPA0001 267747.PPA1586 256
267747.PPA0002 267747.PPA1428 167
267747.PPA0002 267747.PPA0848 256
267747.PPA0002 267747.PPA1670 900
267747.PPA0002 267747.PPA1012 874
267747.PPA0002 267747.PPA1102 235
267747.PPA0002 267747.PPA1651 896
267747.PPA0002 267747.PPA0846 256
267747.PPA0002 267747.PPA0369 173
267747.PPA0002 267747.PPA1100 235
267747.PPA0002 267747.PPA1577 810
267747.PPA0002 267747.PPA0558 371
267747.PPA0002 267747.PPA1883 606
267747.PPA0002 267747.PPA0718 235
267747.PPA0002 267747.PPA2047 152
267747.PPA0002 267747.PPA0189 152
267747.PPA0002 267747.PPA1317 256
267747.PPA0002 267747.PPA1314 332
267747.PPA0002 267747.PPA1150 821
267747.PPA0002 267747.PPA1865 159
267747.PPA0002 267747.PPA1727 702
267747.PPA0002 267747.PPA0477 152
267747.PPA0002 267747.PPA0300 284
267747.PPA0002 267747.PPA0852 332
267747.PPA0002 267747.PPA0188 152
267747.PPA0002 267747.PPA1594 810
267747.PPA0002 267747.PPA1756 332
267747.PPA0002 267747.PPA1026 227
267747.PPA0002 267747.PPA1626 408
267747.PPA0002 267747.PPA0921 244
267747.PPA0002 267747.PPA2121 227
267747.PPA0002 267747.PPA1339 227
267747.PPA0002 267747.PPA1320 332
267747.PPA0002 267747.PPA1433 256
267747.PPA0002 267747.PPA1084 152
267747.PPA0002 267747.PPA1176 248
267747.PPA0002 267747.PPA1420 209
267747.PPA0002 267747.PPA1029 204
267747.PPA0002 267747.PPA0786 165
267747.PPA0002 267747.PPA1616 332
267747.PPA0002 267747.PPA1079 197
267747.PPA0002 267747.PPA0847 256
267747.PPA0002 267747.PPA0009 209
267747.PPA0002 267747.PPA0001 786
267747.PPA0002 267747.PPA1007 197
267747.PPA0002 267747.PPA1022 933
267747.PPA0002 267747.PPA1650 821
267747.PPA0002 267747.PPA0779 165
267747.PPA0002 267747.PPA1898 847
267747.PPA0002 267747.PPA0897 959
267747.PPA0002 267747.PPA1319 332
267747.PPA0002 267747.PPA0849 256
267747.PPA0002 267747.PPA0244 976
267747.PPA0002 267747.PPA0957 550
267747.PPA0002 267747.PPA0155 204
267747.PPA0002 267747.PPA0204 862
267747.PPA0002 267747.PPA1078 197
267747.PPA0002 267747.PPA1042 209
267747.PPA0002 267747.PPA0774 999
267747.PPA0004 267747.PPA1013 572
267747.PPA0004 267747.PPA0005 243
267747.PPA0004 267747.PPA1012 572
267747.PPA0004 267747.PPA0944 696
267747.PPA0004 267747.PPA0206 632
267747.PPA0005 267747.PPA1042 184
267747.PPA0005 267747.PPA0009 184
267747.PPA0005 267747.PPA2244 279
267747.PPA0005 267747.PPA0004 243
267747.PPA0008 267747.PPA0373 159
267747.PPA0008 267747.PPA1438 159
267747.PPA0008 267747.PPA0951 159
267747.PPA0008 267747.PPA1240 165
