protein1 protein2 combined_score
421072.IO89_00005 421072.IO89_13140 173
421072.IO89_00005 421072.IO89_13350 492
421072.IO89_00005 421072.IO89_11540 750
421072.IO89_00005 421072.IO89_15000 492
421072.IO89_00005 421072.IO89_19710 201
421072.IO89_00005 421072.IO89_19465 173
421072.IO89_00005 421072.IO89_02900 209
421072.IO89_00005 421072.IO89_00040 536
421072.IO89_00005 421072.IO89_13770 179
421072.IO89_00005 421072.IO89_18770 155
421072.IO89_00005 421072.IO89_10015 154
421072.IO89_00005 421072.IO89_02425 210
421072.IO89_00005 421072.IO89_10765 190
421072.IO89_00005 421072.IO89_00050 492
421072.IO89_00005 421072.IO89_08115 360
421072.IO89_00005 421072.IO89_19810 492
421072.IO89_00005 421072.IO89_08585 202
421072.IO89_00005 421072.IO89_18390 492
421072.IO89_00005 421072.IO89_05705 187
421072.IO89_00005 421072.IO89_05585 366
421072.IO89_00005 421072.IO89_13925 155
421072.IO89_00005 421072.IO89_09265 199
421072.IO89_00005 421072.IO89_14920 173
421072.IO89_00005 421072.IO89_19355 219
421072.IO89_00005 421072.IO89_03990 492
421072.IO89_00005 421072.IO89_18400 492
421072.IO89_00005 421072.IO89_06015 492
421072.IO89_00005 421072.IO89_15005 492
421072.IO89_00005 421072.IO89_07030 190
421072.IO89_00005 421072.IO89_18820 202
421072.IO89_00005 421072.IO89_19705 190
421072.IO89_00005 421072.IO89_11350 750
421072.IO89_00005 421072.IO89_04265 492
421072.IO89_00005 421072.IO89_00915 154
421072.IO89_00005 421072.IO89_13905 223
421072.IO89_00005 421072.IO89_16335 492
421072.IO89_00005 421072.IO89_16965 492
421072.IO89_00005 421072.IO89_16210 163
421072.IO89_00005 421072.IO89_10745 204
421072.IO89_00005 421072.IO89_04015 492
421072.IO89_00005 421072.IO89_07445 194
421072.IO89_00005 421072.IO89_15130 492
421072.IO89_00005 421072.IO89_12110 161
421072.IO89_00005 421072.IO89_02930 207
421072.IO89_00005 421072.IO89_03950 492
421072.IO89_00005 421072.IO89_10865 194
421072.IO89_00005 421072.IO89_07915 492
421072.IO89_00005 421072.IO89_17400 536
421072.IO89_00005 421072.IO89_06165 750
421072.IO89_00005 421072.IO89_15170 492
421072.IO89_00005 421072.IO89_18995 173
421072.IO89_00005 421072.IO89_16295 194
421072.IO89_00005 421072.IO89_13110 173
421072.IO89_00005 421072.IO89_20250 194
421072.IO89_00005 421072.IO89_15240 173
421072.IO89_00005 421072.IO89_09570 359
421072.IO89_00005 421072.IO89_18590 191
421072.IO89_00005 421072.IO89_18960 492
421072.IO89_00005 421072.IO89_17380 190
421072.IO89_00005 421072.IO89_04035 577
421072.IO89_00005 421072.IO89_06240 492
421072.IO89_00005 421072.IO89_10800 492
421072.IO89_00005 421072.IO89_06675 225
421072.IO89_00005 421072.IO89_01795 492
