protein1 protein2 combined_score
445972.ANACOL_00002 445972.ANACOL_03915 298
445972.ANACOL_00002 445972.ANACOL_03648 298
445972.ANACOL_00002 445972.ANACOL_01291 336
445972.ANACOL_00005 445972.ANACOL_03676 279
445972.ANACOL_00005 445972.ANACOL_03969 265
445972.ANACOL_00005 445972.ANACOL_03218 154
445972.ANACOL_00005 445972.ANACOL_00146 218
445972.ANACOL_00009 445972.ANACOL_02630 239
445972.ANACOL_00009 445972.ANACOL_01647 840
445972.ANACOL_00009 445972.ANACOL_01470 253
445972.ANACOL_00009 445972.ANACOL_00846 217
445972.ANACOL_00009 445972.ANACOL_01349 305
445972.ANACOL_00009 445972.ANACOL_00047 291
445972.ANACOL_00009 445972.ANACOL_02227 362
445972.ANACOL_00009 445972.ANACOL_01692 221
445972.ANACOL_00009 445972.ANACOL_00818 909
445972.ANACOL_00009 445972.ANACOL_02908 214
445972.ANACOL_00009 445972.ANACOL_01636 402
445972.ANACOL_00009 445972.ANACOL_01739 279
445972.ANACOL_00009 445972.ANACOL_00807 230
445972.ANACOL_00009 445972.ANACOL_00982 892
445972.ANACOL_00009 445972.ANACOL_04102 195
445972.ANACOL_00009 445972.ANACOL_01256 893
445972.ANACOL_00009 445972.ANACOL_03464 699
445972.ANACOL_00009 445972.ANACOL_04268 284
445972.ANACOL_00009 445972.ANACOL_02740 903
445972.ANACOL_00009 445972.ANACOL_01466 259
445972.ANACOL_00009 445972.ANACOL_02355 173
445972.ANACOL_00009 445972.ANACOL_01151 510
445972.ANACOL_00009 445972.ANACOL_01950 402
445972.ANACOL_00009 445972.ANACOL_03020 744
445972.ANACOL_00009 445972.ANACOL_01901 585
445972.ANACOL_00009 445972.ANACOL_00329 257
445972.ANACOL_00009 445972.ANACOL_01482 760
445972.ANACOL_00009 445972.ANACOL_04445 161
445972.ANACOL_00009 445972.ANACOL_04337 585
445972.ANACOL_00009 445972.ANACOL_04108 699
445972.ANACOL_00009 445972.ANACOL_02226 217
445972.ANACOL_00009 445972.ANACOL_02572 214
