protein1 protein2 combined_score
880070.Cycma_0001 880070.Cycma_0696 244
880070.Cycma_0001 880070.Cycma_3265 312
880070.Cycma_0001 880070.Cycma_2822 192
880070.Cycma_0001 880070.Cycma_1921 403
880070.Cycma_0001 880070.Cycma_4400 312
880070.Cycma_0001 880070.Cycma_3153 251
880070.Cycma_0001 880070.Cycma_3490 251
880070.Cycma_0001 880070.Cycma_4488 312
880070.Cycma_0001 880070.Cycma_3047 245
880070.Cycma_0001 880070.Cycma_2659 375
880070.Cycma_0001 880070.Cycma_0528 177
880070.Cycma_0001 880070.Cycma_0638 158
880070.Cycma_0001 880070.Cycma_4250 244
880070.Cycma_0001 880070.Cycma_4420 158
880070.Cycma_0001 880070.Cycma_5059 165
880070.Cycma_0001 880070.Cycma_1920 482
880070.Cycma_0001 880070.Cycma_1068 266
880070.Cycma_0001 880070.Cycma_2577 244
880070.Cycma_0001 880070.Cycma_0329 617
880070.Cycma_0001 880070.Cycma_2592 610
880070.Cycma_0001 880070.Cycma_0652 768
880070.Cycma_0001 880070.Cycma_3838 158
880070.Cycma_0001 880070.Cycma_4399 539
880070.Cycma_0001 880070.Cycma_2980 616
880070.Cycma_0001 880070.Cycma_1753 154
880070.Cycma_0001 880070.Cycma_3120 238
880070.Cycma_0001 880070.Cycma_3746 602
880070.Cycma_0001 880070.Cycma_4722 256
880070.Cycma_0001 880070.Cycma_3121 244
880070.Cycma_0001 880070.Cycma_4977 238
880070.Cycma_0004 880070.Cycma_0643 222
880070.Cycma_0004 880070.Cycma_3212 222
880070.Cycma_0004 880070.Cycma_1697 222
880070.Cycma_0004 880070.Cycma_1404 222
880070.Cycma_0004 880070.Cycma_1610 155
880070.Cycma_0004 880070.Cycma_2645 222
880070.Cycma_0004 880070.Cycma_2287 289
880070.Cycma_0004 880070.Cycma_5074 155
880070.Cycma_0004 880070.Cycma_3982 222
880070.Cycma_0004 880070.Cycma_1706 222
880070.Cycma_0005 880070.Cycma_2292 218
880070.Cycma_0005 880070.Cycma_4931 170
880070.Cycma_0005 880070.Cycma_3670 218
880070.Cycma_0005 880070.Cycma_2288 227
880070.Cycma_0005 880070.Cycma_2287 226
880070.Cycma_0005 880070.Cycma_3747 222
880070.Cycma_0005 880070.Cycma_2283 226
880070.Cycma_0005 880070.Cycma_2286 225
880070.Cycma_0005 880070.Cycma_0542 637
880070.Cycma_0005 880070.Cycma_0543 637
880070.Cycma_0005 880070.Cycma_0325 226
880070.Cycma_0005 880070.Cycma_0519 223
880070.Cycma_0005 880070.Cycma_2537 637
880070.Cycma_0005 880070.Cycma_1276 218
880070.Cycma_0005 880070.Cycma_3878 208
880070.Cycma_0005 880070.Cycma_4935 325
880070.Cycma_0005 880070.Cycma_3688 222
880070.Cycma_0005 880070.Cycma_2282 227
880070.Cycma_0005 880070.Cycma_2291 218
880070.Cycma_0008 880070.Cycma_4599 534
880070.Cycma_0008 880070.Cycma_1503 496
880070.Cycma_0008 880070.Cycma_0597 496
880070.Cycma_0008 880070.Cycma_3385 496
880070.Cycma_0008 880070.Cycma_1323 496
880070.Cycma_0008 880070.Cycma_4303 560
880070.Cycma_0008 880070.Cycma_2478 496
880070.Cycma_0008 880070.Cycma_4456 534
880070.Cycma_0008 880070.Cycma_2400 222
880070.Cycma_0008 880070.Cycma_3167 496
880070.Cycma_0008 880070.Cycma_1472 534
880070.Cycma_0008 880070.Cycma_3375 496
880070.Cycma_0008 880070.Cycma_2775 496
880070.Cycma_0008 880070.Cycma_4559 496
880070.Cycma_0008 880070.Cycma_3373 534
880070.Cycma_0008 880070.Cycma_4314 496
880070.Cycma_0008 880070.Cycma_4227 496
880070.Cycma_0008 880070.Cycma_1502 534
880070.Cycma_0008 880070.Cycma_1001 222
880070.Cycma_0008 880070.Cycma_4209 222
880070.Cycma_0008 880070.Cycma_5017 496
880070.Cycma_0008 880070.Cycma_0858 534
880070.Cycma_0008 880070.Cycma_4208 496
880070.Cycma_0008 880070.Cycma_0860 496
880070.Cycma_0008 880070.Cycma_3165 534
880070.Cycma_0008 880070.Cycma_4518 496
880070.Cycma_0008 880070.Cycma_4911 496
880070.Cycma_0008 880070.Cycma_5051 534
880070.Cycma_0008 880070.Cycma_4153 222
880070.Cycma_0008 880070.Cycma_4226 534
880070.Cycma_0008 880070.Cycma_5048 152
880070.Cycma_0008 880070.Cycma_4178 534
880070.Cycma_0008 880070.Cycma_4311 534
880070.Cycma_0008 880070.Cycma_2773 534
880070.Cycma_0008 880070.Cycma_2752 496
880070.Cycma_0008 880070.Cycma_3496 534
880070.Cycma_0008 880070.Cycma_4202 496
880070.Cycma_0008 880070.Cycma_2480 222
880070.Cycma_0008 880070.Cycma_4179 496
880070.Cycma_0008 880070.Cycma_3944 496
880070.Cycma_0008 880070.Cycma_2754 534
880070.Cycma_0008 880070.Cycma_1474 496
880070.Cycma_0008 880070.Cycma_1321 534
880070.Cycma_0008 880070.Cycma_3153 152
880070.Cycma_0008 880070.Cycma_3014 152
880070.Cycma_0008 880070.Cycma_4192 222
880070.Cycma_0008 880070.Cycma_4207 534
880070.Cycma_0008 880070.Cycma_3214 496
880070.Cycma_0008 880070.Cycma_0009 222
880070.Cycma_0008 880070.Cycma_3490 152
880070.Cycma_0008 880070.Cycma_4597 496
880070.Cycma_0008 880070.Cycma_4912 534
880070.Cycma_0008 880070.Cycma_5019 534
880070.Cycma_0008 880070.Cycma_4519 560
880070.Cycma_0008 880070.Cycma_3036 496
880070.Cycma_0008 880070.Cycma_0740 496
880070.Cycma_0008 880070.Cycma_3215 560
880070.Cycma_0008 880070.Cycma_4145 534
880070.Cycma_0008 880070.Cycma_2477 534
880070.Cycma_0008 880070.Cycma_3384 534
880070.Cycma_0008 880070.Cycma_4313 496
880070.Cycma_0008 880070.Cycma_4304 496
880070.Cycma_0008 880070.Cycma_3037 534
880070.Cycma_0008 880070.Cycma_4201 534
880070.Cycma_0008 880070.Cycma_4647 222
880070.Cycma_0008 880070.Cycma_3946 534
880070.Cycma_0008 880070.Cycma_2398 496
880070.Cycma_0008 880070.Cycma_4598 496
880070.Cycma_0008 880070.Cycma_4454 496
880070.Cycma_0008 880070.Cycma_4497 496
880070.Cycma_0008 880070.Cycma_4499 534
880070.Cycma_0008 880070.Cycma_3497 496
880070.Cycma_0008 880070.Cycma_4147 222
880070.Cycma_0008 880070.Cycma_4146 496
880070.Cycma_0009 880070.Cycma_4152 222
880070.Cycma_0009 880070.Cycma_0008 222
880070.Cycma_0009 880070.Cycma_4559 520
880070.Cycma_0009 880070.Cycma_4597 520
880070.Cycma_0009 880070.Cycma_2775 520
880070.Cycma_0009 880070.Cycma_3214 520
880070.Cycma_0009 880070.Cycma_3375 520
880070.Cycma_0009 880070.Cycma_4207 542
880070.Cycma_0009 880070.Cycma_3036 520
880070.Cycma_0009 880070.Cycma_4227 520
880070.Cycma_0009 880070.Cycma_4519 569
880070.Cycma_0009 880070.Cycma_4314 520
880070.Cycma_0009 880070.Cycma_5019 542
880070.Cycma_0009 880070.Cycma_3373 542
880070.Cycma_0009 880070.Cycma_4912 542
880070.Cycma_0009 880070.Cycma_4145 542
880070.Cycma_0009 880070.Cycma_3215 569
880070.Cycma_0009 880070.Cycma_0740 520
880070.Cycma_0009 880070.Cycma_1502 542
880070.Cycma_0009 880070.Cycma_4149 222
880070.Cycma_0009 880070.Cycma_3385 520
880070.Cycma_0009 880070.Cycma_1323 520
880070.Cycma_0009 880070.Cycma_3944 520
880070.Cycma_0009 880070.Cycma_0494 222
880070.Cycma_0009 880070.Cycma_0597 520
880070.Cycma_0009 880070.Cycma_1503 520
880070.Cycma_0009 880070.Cycma_4599 542
880070.Cycma_0009 880070.Cycma_3167 520
880070.Cycma_0009 880070.Cycma_1474 520
880070.Cycma_0009 880070.Cycma_2754 542
880070.Cycma_0009 880070.Cycma_4456 542
880070.Cycma_0009 880070.Cycma_4303 569
880070.Cycma_0009 880070.Cycma_2478 520
880070.Cycma_0009 880070.Cycma_3696 222
880070.Cycma_0009 880070.Cycma_1321 542
880070.Cycma_0009 880070.Cycma_1472 542
880070.Cycma_0009 880070.Cycma_2773 542
880070.Cycma_0009 880070.Cycma_4497 520
880070.Cycma_0009 880070.Cycma_4454 520
880070.Cycma_0009 880070.Cycma_4311 542
880070.Cycma_0009 880070.Cycma_4178 542
880070.Cycma_0009 880070.Cycma_4598 520
880070.Cycma_0009 880070.Cycma_3946 542
880070.Cycma_0009 880070.Cycma_2398 520
880070.Cycma_0009 880070.Cycma_2753 222
880070.Cycma_0009 880070.Cycma_3496 542
880070.Cycma_0009 880070.Cycma_3497 520
880070.Cycma_0009 880070.Cycma_4499 542
880070.Cycma_0009 880070.Cycma_2752 520
880070.Cycma_0009 880070.Cycma_3180 222
880070.Cycma_0009 880070.Cycma_4202 520
880070.Cycma_0009 880070.Cycma_4146 520
880070.Cycma_0009 880070.Cycma_4210 222
880070.Cycma_0009 880070.Cycma_4179 520
880070.Cycma_0009 880070.Cycma_3384 542
880070.Cycma_0009 880070.Cycma_2477 542
880070.Cycma_0009 880070.Cycma_4313 520
880070.Cycma_0009 880070.Cycma_5017 520
880070.Cycma_0009 880070.Cycma_4518 520
880070.Cycma_0009 880070.Cycma_3165 542
880070.Cycma_0009 880070.Cycma_0860 520
880070.Cycma_0009 880070.Cycma_4148 222
880070.Cycma_0009 880070.Cycma_4208 520
880070.Cycma_0009 880070.Cycma_0858 542
880070.Cycma_0009 880070.Cycma_5051 542
880070.Cycma_0009 880070.Cycma_4201 542
880070.Cycma_0009 880070.Cycma_3037 542
880070.Cycma_0009 880070.Cycma_4304 520
880070.Cycma_0009 880070.Cycma_4911 520
880070.Cycma_0009 880070.Cycma_4150 222
880070.Cycma_0009 880070.Cycma_4226 542
880070.Cycma_0009 880070.Cycma_4151 222
