protein1 protein2 combined_score
882.DVU_0001 882.DVU_2405 216
882.DVU_0001 882.DVU_2545 216
882.DVU_0001 882.DVU_3358 352
882.DVU_0001 882.DVU_0192 154
882.DVU_0001 882.DVU_0622 216
882.DVU_0001 882.DVU_0353 216
882.DVU_0001 882.DVU_0812 210
882.DVU_0001 882.DVU_3294 201
882.DVU_0001 882.DVU_3319 201
882.DVU_0001 882.DVU_2878 154
882.DVU_0001 882.DVU_0396 216
882.DVU_0001 882.DVU_1074 218
882.DVU_0001 882.DVU_3360 154
882.DVU_0001 882.DVU_2923 218
882.DVU_0001 882.DVU_0681 250
882.DVU_0001 882.DVU_3203 197
882.DVU_0001 882.DVU_3187 216
882.DVU_0001 882.DVU_1306 396
882.DVU_0001 882.DVU_2973 216
882.DVU_0001 882.DVU_2677 173
882.DVU_0001 882.DVU_0003 218
882.DVU_0001 882.DVU_1889 377
882.DVU_0001 882.DVU_0004 218
882.DVU_0001 882.DVU_1795 216
882.DVU_0001 882.DVU_0002 520
882.DVU_0001 882.DVU_0764 216
882.DVU_0001 882.DVU_0811 218
882.DVU_0001 882.DVU_1109 352
882.DVU_0001 882.DVU_2396 216
882.DVU_0001 882.DVU_2075 352
882.DVU_0001 882.DVU_1563 181
882.DVU_0001 882.DVU_1075 218
882.DVU_0001 882.DVU_2655 243
882.DVU_0001 882.DVU_1134 216
882.DVU_0001 882.DVU_2885 216
882.DVU_0001 882.DVU_0959 455
882.DVU_0001 882.DVU_1864 216
882.DVU_0002 882.DVU_1194 935
882.DVU_0002 882.DVU_2085 864
882.DVU_0002 882.DVU_1515 354
882.DVU_0002 882.DVU_3355 175
882.DVU_0002 882.DVU_1649 956
882.DVU_0002 882.DVU_0001 520
882.DVU_0002 882.DVU_0003 273
882.DVU_0002 882.DVU_0393 384
882.DVU_0002 882.DVU_1858 232
882.DVU_0002 882.DVU_0496 999
882.DVU_0002 882.DVU_0479 177
882.DVU_0002 882.DVU_2879 177
882.DVU_0002 882.DVU_0683 175
882.DVU_0002 882.DVU_1480 351
882.DVU_0002 882.DVU_0684 175
882.DVU_0002 882.DVU_1358 323
882.DVU_0002 882.DVU_2252 764
882.DVU_0002 882.DVU_0791 258
882.DVU_0002 882.DVU_2760 205
882.DVU_0002 882.DVU_1746 354
882.DVU_0002 882.DVU_2188 177
882.DVU_0002 882.DVU_0834 351
882.DVU_0002 882.DVU_1677 175
882.DVU_0002 882.DVU_0453 474
882.DVU_0002 882.DVU_2842 354
882.DVU_0002 882.DVU_3259 829
882.DVU_0002 882.DVU_0282 357
882.DVU_0002 882.DVU_2906 790
882.DVU_0002 882.DVU_1681 210
882.DVU_0002 882.DVU_0156 474
882.DVU_0002 882.DVU_3203 982
882.DVU_0002 882.DVU_0130 340
