protein1 protein2 combined_score
115713.CPn_0002 115713.CPn_1035 161
115713.CPn_0002 115713.CPn_0800 161
115713.CPn_0002 115713.CPn_0566 161
115713.CPn_0002 115713.CPn_0608 161
115713.CPn_0002 115713.CPn_0931 161
115713.CPn_0002 115713.CPn_0032 161
115713.CPn_0002 115713.CPn_0502 161
115713.CPn_0002 115713.CPn_0313 161
115713.CPn_0002 115713.CPn_0244 161
115713.CPn_0002 115713.CPn_0135 161
115713.CPn_0002 115713.CPn_0004 995
115713.CPn_0002 115713.CPn_0990 161
115713.CPn_0002 115713.CPn_1050 161
115713.CPn_0002 115713.CPn_0662 303
115713.CPn_0002 115713.CPn_0003 996
115713.CPn_0002 115713.CPn_0570 161
115713.CPn_0002 115713.CPn_1039 161
115713.CPn_0002 115713.CPn_0057 161
115713.CPn_0003 115713.CPn_0004 997
115713.CPn_0003 115713.CPn_0002 996
115713.CPn_0003 115713.CPn_0135 161
115713.CPn_0003 115713.CPn_0800 161
115713.CPn_0003 115713.CPn_0813 248
115713.CPn_0003 115713.CPn_0662 303
115713.CPn_0003 115713.CPn_0305 202
115713.CPn_0003 115713.CPn_0033 202
115713.CPn_0003 115713.CPn_0560 540
115713.CPn_0004 115713.CPn_0566 161
115713.CPn_0004 115713.CPn_0244 161
115713.CPn_0004 115713.CPn_0002 995
115713.CPn_0004 115713.CPn_0135 161
115713.CPn_0004 115713.CPn_0662 303
115713.CPn_0004 115713.CPn_0003 997
115713.CPn_0004 115713.CPn_0560 418
115713.CPn_0004 115713.CPn_0800 161
115713.CPn_0005 115713.CPn_0599 161
115713.CPn_0005 115713.CPn_0189 161
115713.CPn_0007 115713.CPn_0850 161
115713.CPn_0008 115713.CPn_0850 161
115713.CPn_0009 115713.CPn_0850 161
115713.CPn_0010 115713.CPn_0850 161
115713.CPn_0010.1 115713.CPn_0850 161
115713.CPn_0011 115713.CPn_0850 161
115713.CPn_0012 115713.CPn_0850 161
115713.CPn_0013 115713.CPn_0189 191
115713.CPn_0013 115713.CPn_0599 191
115713.CPn_0020 115713.CPn_0668 665
115713.CPn_0020 115713.CPn_0300 542
115713.CPn_0020 115713.CPn_0723 542
115713.CPn_0021 115713.CPn_0895 243
115713.CPn_0021 115713.CPn_0236 254
115713.CPn_0021 115713.CPn_0184 243
115713.CPn_0022 115713.CPn_0816 181
115713.CPn_0022 115713.CPn_0867 151
115713.CPn_0022 115713.CPn_0903 151
115713.CPn_0023 115713.CPn_0550 245
115713.CPn_0023 115713.CPn_0646 306
115713.CPn_0023 115713.CPn_0569 152
115713.CPn_0023 115713.CPn_0089 193
115713.CPn_0023 115713.CPn_0236 206
115713.CPn_0023 115713.CPn_0638 307
115713.CPn_0023 115713.CPn_0077 220
115713.CPn_0023 115713.CPn_0733 306
115713.CPn_0023 115713.CPn_0560 208
115713.CPn_0023 115713.CPn_0636 307
115713.CPn_0023 115713.CPn_0628 309
115713.CPn_0023 115713.CPn_0549 307
115713.CPn_0023 115713.CPn_0247 309
115713.CPn_0023 115713.CPn_0937 307
115713.CPn_0023 115713.CPn_0079 214
115713.CPn_0023 115713.CPn_0118 286
115713.CPn_0023 115713.CPn_0634 307
115713.CPn_0023 115713.CPn_0640 309
115713.CPn_0023 115713.CPn_0936 286
115713.CPn_0023 115713.CPn_0958 152
115713.CPn_0023 115713.CPn_0674 192
115713.CPn_0023 115713.CPn_0625 286
115713.CPn_0023 115713.CPn_0754 286
115713.CPn_0023 115713.CPn_1009 177
115713.CPn_0023 115713.CPn_0630 309
115713.CPn_0023 115713.CPn_0078 396
115713.CPn_0023 115713.CPn_0112 272
115713.CPn_0023 115713.CPn_0633 307
115713.CPn_0023 115713.CPn_0645 311
115713.CPn_0023 115713.CPn_0951 286
115713.CPn_0023 115713.CPn_0952 286
115713.CPn_0023 115713.CPn_0250 396
115713.CPn_0023 115713.CPn_0935 286
115713.CPn_0023 115713.CPn_0327 286
115713.CPn_0023 115713.CPn_0503 232
115713.CPn_0023 115713.CPn_0631 307
115713.CPn_0023 115713.CPn_0992 286
115713.CPn_0023 115713.CPn_0246 286
115713.CPn_0023 115713.CPn_0627 307
115713.CPn_0023 115713.CPn_0032 161
115713.CPn_0023 115713.CPn_0317 218
115713.CPn_0023 115713.CPn_0551 396
115713.CPn_0023 115713.CPn_0521 152
115713.CPn_0023 115713.CPn_0639 311
115713.CPn_0023 115713.CPn_0641 309
115713.CPn_0023 115713.CPn_0961 286
115713.CPn_0023 115713.CPn_0635 396
115713.CPn_0023 115713.CPn_0921 152
115713.CPn_0023 115713.CPn_0546 286
115713.CPn_0023 115713.CPn_0647 309
115713.CPn_0023 115713.CPn_1000 307
115713.CPn_0023 115713.CPn_0644 307
115713.CPn_0023 115713.CPn_0696 307
115713.CPn_0023 115713.CPn_0643 311
115713.CPn_0023 115713.CPn_0642 307
115713.CPn_0023 115713.CPn_0632 309
115713.CPn_0023 115713.CPn_0545 286
115713.CPn_0023 115713.CPn_0637 307
115713.CPn_0023 115713.CPn_0991 286
115713.CPn_0023 115713.CPn_0116 286
115713.CPn_0023 115713.CPn_0552 307
115713.CPn_0024 115713.CPn_0880 185
115713.CPn_0024 115713.CPn_0295 194
115713.CPn_0025 115713.CPn_0297 154
115713.CPn_0025 115713.CPn_0153 204
115713.CPn_0025 115713.CPn_0663 156
115713.CPn_0025 115713.CPn_0957 210
115713.CPn_0027 115713.CPn_0140 274
115713.CPn_0027 115713.CPn_0748 194
115713.CPn_0027 115713.CPn_0849 231
115713.CPn_0027 115713.CPn_0800 274
115713.CPn_0027 115713.CPn_0643 208
115713.CPn_0027 115713.CPn_0550 209
115713.CPn_0027 115713.CPn_0032 329
115713.CPn_0027 115713.CPn_0777 338
115713.CPn_0027 115713.CPn_0134 338
115713.CPn_0027 115713.CPn_0437 210
115713.CPn_0027 115713.CPn_0898 338
115713.CPn_0027 115713.CPn_0957 150
115713.CPn_0027 115713.CPn_0835 231
115713.CPn_0027 115713.CPn_0520 210
115713.CPn_0027 115713.CPn_0608 254
115713.CPn_0027 115713.CPn_0144 210
115713.CPn_0027 115713.CPn_0847 210
115713.CPn_0027 115713.CPn_0846 282
115713.CPn_0027 115713.CPn_0577 165
115713.CPn_0030 115713.CPn_0194 991
115713.CPn_0030 115713.CPn_0657 670
115713.CPn_0030 115713.CPn_0270 542
115713.CPn_0031 115713.CPn_0647 994
115713.CPn_0031 115713.CPn_1000 994
115713.CPn_0031 115713.CPn_1059 303
115713.CPn_0031 115713.CPn_0587 962
115713.CPn_0031 115713.CPn_0895 286
115713.CPn_0031 115713.CPn_0627 994
115713.CPn_0031 115713.CPn_0315 303
115713.CPn_0031 115713.CPn_0246 994
115713.CPn_0031 115713.CPn_0992 994
115713.CPn_0031 115713.CPn_0631 994
115713.CPn_0031 115713.CPn_0953 991
115713.CPn_0031 115713.CPn_0327 994
115713.CPn_0031 115713.CPn_0935 994
115713.CPn_0031 115713.CPn_0250 994
115713.CPn_0031 115713.CPn_0646 994
115713.CPn_0031 115713.CPn_0733 994
