protein1 protein2 combined_score
160492.XF_0001 160492.XF_2281 618
160492.XF_0001 160492.XF_2781 239
160492.XF_0001 160492.XF_0005 445
160492.XF_0001 160492.XF_2341 163
160492.XF_0001 160492.XF_1952 183
160492.XF_0001 160492.XF_2782 450
160492.XF_0001 160492.XF_0361 704
160492.XF_0001 160492.XF_1785 166
160492.XF_0001 160492.XF_2552 519
160492.XF_0001 160492.XF_1190 197
160492.XF_0001 160492.XF_0590 704
160492.XF_0001 160492.XF_1155 672
160492.XF_0001 160492.XF_2638 489
160492.XF_0001 160492.XF_2340 475
160492.XF_0001 160492.XF_1998 499
160492.XF_0001 160492.XF_1455 475
160492.XF_0001 160492.XF_1084 166
160492.XF_0001 160492.XF_0002 719
160492.XF_0001 160492.XF_1532 161
160492.XF_0001 160492.XF_1535 177
160492.XF_0001 160492.XF_2282 337
160492.XF_0001 160492.XF_a0060 166
160492.XF_0001 160492.XF_1286 238
160492.XF_0002 160492.XF_1453 219
160492.XF_0002 160492.XF_2528 516
160492.XF_0002 160492.XF_1229 175
160492.XF_0002 160492.XF_0590 968
160492.XF_0002 160492.XF_1041 252
160492.XF_0002 160492.XF_2692 269
160492.XF_0002 160492.XF_0123 884
160492.XF_0002 160492.XF_0760 969
160492.XF_0002 160492.XF_2409 797
160492.XF_0002 160492.XF_2310 203
160492.XF_0002 160492.XF_1774 273
160492.XF_0002 160492.XF_0050 361
160492.XF_0002 160492.XF_1309 278
160492.XF_0002 160492.XF_2632 403
160492.XF_0002 160492.XF_2295 516
160492.XF_0002 160492.XF_2556 384
160492.XF_0002 160492.XF_0164 504
160492.XF_0002 160492.XF_2178 999
160492.XF_0002 160492.XF_1103 999
160492.XF_0002 160492.XF_0425 280
160492.XF_0002 160492.XF_1807 984
160492.XF_0002 160492.XF_1716 950
160492.XF_0002 160492.XF_0001 719
160492.XF_0002 160492.XF_1212 323
160492.XF_0002 160492.XF_2470 213
160492.XF_0002 160492.XF_1196 171
160492.XF_0002 160492.XF_0204 999
160492.XF_0002 160492.XF_1478 261
160492.XF_0002 160492.XF_1383 175
160492.XF_0002 160492.XF_1640 559
160492.XF_0002 160492.XF_0676 977
160492.XF_0002 160492.XF_2157 976
160492.XF_0002 160492.XF_1909 248
160492.XF_0002 160492.XF_1933 504
160492.XF_0002 160492.XF_0051 774
160492.XF_0002 160492.XF_0430 441
160492.XF_0002 160492.XF_0680 516
