protein1 protein2 combined_score
343509.SG0001 343509.SG0917 213
343509.SG0001 343509.SG2431 418
343509.SG0001 343509.SG1730 728
343509.SG0001 343509.SG0595 239
343509.SG0001 343509.SG0004 456
343509.SG0001 343509.SG0150 532
343509.SG0001 343509.SG2432 459
343509.SG0001 343509.SG2275 692
343509.SG0001 343509.SG1798 246
343509.SG0001 343509.SG0002 749
343509.SG0001 343509.SG1582 512
343509.SG0001 343509.SGP2_0004 243
343509.SG0001 343509.SG2158 213
343509.SG0001 343509.SG0275 161
343509.SG0001 343509.SG0224 353
343509.SG0001 343509.SG0409 499
343509.SG0001 343509.SG0730 725
343509.SG0001 343509.SG0129 540
343509.SG0001 343509.SG1827 243
343509.SG0001 343509.SG1144 487
343509.SG0001 343509.SG0674 221
343509.SG0001 343509.SG0141 221
343509.SG0001 343509.SG2132 729
343509.SG0001 343509.SG0865 485
343509.SG0001 343509.SG0871 256
343509.SG0001 343509.SG1372 244
343509.SG0001 343509.SG0619 243
343509.SG0001 343509.SG0271 167
343509.SG0002 343509.SG0592 973
343509.SG0002 343509.SG0430 822
343509.SG0002 343509.SG2390 359
343509.SG0002 343509.SG0531 923
343509.SG0002 343509.SG1584 216
343509.SG0002 343509.SG2342 359
343509.SG0002 343509.SG1775 189
343509.SG0002 343509.SG0727 325
343509.SG0002 343509.SG0252 487
343509.SG0002 343509.SG1274 319
343509.SG0002 343509.SG1928 999
343509.SG0002 343509.SG2035 265
343509.SG0002 343509.SG1747 274
343509.SG0002 343509.SG1797 300
343509.SG0002 343509.SG0271 197
343509.SG0002 343509.SG1716 563
343509.SG0002 343509.SG0135 426
343509.SG0002 343509.SG0689 983
343509.SG0002 343509.SG1678 396
343509.SG0002 343509.SG0390 213
343509.SG0002 343509.SG0730 451
343509.SG0002 343509.SG2337 252
343509.SG0002 343509.SG1491 244
343509.SG0002 343509.SG1972 335
343509.SG0002 343509.SG1929 266
343509.SG0002 343509.SG2023 199
343509.SG0002 343509.SG0156 301
343509.SG0002 343509.SG1172 245
343509.SG0002 343509.SG0428 150
343509.SG0002 343509.SG2303 237
343509.SG0002 343509.SG1066 991
343509.SG0002 343509.SG0537 883
343509.SG0002 343509.SG1730 979
343509.SG0002 343509.SG0704 237
343509.SG0002 343509.SG1952 781
343509.SG0002 343509.SG0801 996
343509.SG0002 343509.SG1441 426
343509.SG0002 343509.SG2235 980
343509.SG0002 343509.SG0001 749
343509.SG0002 343509.SG0335 953
343509.SG0002 343509.SG2110 258
343509.SG0002 343509.SG1031 359
343509.SG0002 343509.SG0916 891
343509.SG0002 343509.SG1110 252
343509.SG0002 343509.SG0004 197
343509.SG0002 343509.SG1363 763
343509.SG0002 343509.SG2279 171
343509.SG0003 343509.SG0691 649
343509.SG0003 343509.SG1785 713
343509.SG0003 343509.SG1991 497
343509.SG0003 343509.SG0537 649
343509.SG0004 343509.SG0001 456
343509.SG0004 343509.SG1491 317
343509.SG0004 343509.SG0537 155
343509.SG0004 343509.SG0379 241
343509.SG0004 343509.SG0422 201
343509.SG0004 343509.SG1856 162
343509.SG0004 343509.SG1864 161
343509.SG0004 343509.SG1361 245
343509.SG0004 343509.SG0271 572
343509.SG0004 343509.SG0459 963
343509.SG0004 343509.SG0335 199
343509.SG0004 343509.SG0409 248
343509.SG0004 343509.SG0392 241
343509.SG0004 343509.SG0275 760
343509.SG0004 343509.SG2337 351
343509.SG0004 343509.SG0012 201
343509.SG0004 343509.SG0430 440
343509.SG0004 343509.SG0685 161
343509.SG0004 343509.SG1408 587
343509.SG0004 343509.SG0002 197
343509.SG0004 343509.SG1582 981
343509.SG0004 343509.SG0638 162
343509.SG0006 343509.SG0573 246
343509.SG0006 343509.SG0574 647
343509.SG0006 343509.SG2080 246
343509.SG0006 343509.SG0558 638
343509.SG0006 343509.SG0562 167
343509.SG0008 343509.SG0410 240
343509.SG0008 343509.SG1102 245
343509.SG0008 343509.SG0634 171
343509.SG0008 343509.SG1716 172
343509.SG0008 343509.SG1734 238
343509.SG0008 343509.SG0156 201
343509.SG0008 343509.SG0584 288
343509.SG0008 343509.SG2309 171
343509.SG0008 343509.SG0926 175
343509.SG0008 343509.SG1118 158
343509.SG0008 343509.SG0306 416
343509.SG0008 343509.SG2014 198
343509.SG0008 343509.SG0409 560
343509.SG0008 343509.SG2271 198
343509.SG0008 343509.SG1902 208
343509.SG0008 343509.SG2230 208
343509.SG0008 343509.SG0770 209
343509.SG0008 343509.SG0607 158
