protein1 protein2 combined_score
243276.TPANIC_0001 243276.TPANIC_0271 642
243276.TPANIC_0001 243276.TPANIC_0216 642
243276.TPANIC_0001 243276.TPANIC_0951 639
243276.TPANIC_0001 243276.TPANIC_0519 382
243276.TPANIC_0001 243276.TPANIC_0005 639
243276.TPANIC_0001 243276.TPANIC_0521 152
243276.TPANIC_0001 243276.TPANIC_0183 344
243276.TPANIC_0001 243276.TPANIC_0002 803
243276.TPANIC_0001 243276.TPANIC_1038 197
243276.TPANIC_0001 243276.TPANIC_0192 702
243276.TPANIC_0001 243276.TPANIC_0236 642
243276.TPANIC_0001 243276.TPANIC_0251 239
243276.TPANIC_0001 243276.TPANIC_0272 715
243276.TPANIC_0001 243276.TPANIC_0950a 639
243276.TPANIC_0001 243276.TPANIC_0215 378
243276.TPANIC_0001 243276.TPANIC_1006 621
243276.TPANIC_0001 243276.TPANIC_0497 275
243276.TPANIC_0001 243276.TPANIC_0058 746
243276.TPANIC_0001 243276.TPANIC_0800 179
243276.TPANIC_0002 243276.TPANIC_0497 384
243276.TPANIC_0002 243276.TPANIC_0013 177
243276.TPANIC_0002 243276.TPANIC_0485 151
243276.TPANIC_0002 243276.TPANIC_0125 850
243276.TPANIC_0002 243276.TPANIC_0001 803
243276.TPANIC_0002 243276.TPANIC_0303 971
243276.TPANIC_0002 243276.TPANIC_0141 190
243276.TPANIC_0002 243276.TPANIC_0587 965
243276.TPANIC_0002 243276.TPANIC_0256 231
243276.TPANIC_0002 243276.TPANIC_0554 264
243276.TPANIC_0002 243276.TPANIC_0526 256
243276.TPANIC_0002 243276.TPANIC_0105 999
243276.TPANIC_0002 243276.TPANIC_0634 566
243276.TPANIC_0002 243276.TPANIC_0947 614
243276.TPANIC_0002 243276.TPANIC_0007 177
243276.TPANIC_0002 243276.TPANIC_0102 478
243276.TPANIC_0002 243276.TPANIC_0730 231
243276.TPANIC_0002 243276.TPANIC_0521 999
243276.TPANIC_0002 243276.TPANIC_1008 224
243276.TPANIC_0002 243276.TPANIC_0502 546
243276.TPANIC_0002 243276.TPANIC_0492 642
243276.TPANIC_0002 243276.TPANIC_0329 241
243276.TPANIC_0002 243276.TPANIC_0343 284
243276.TPANIC_0002 243276.TPANIC_1006 221
243276.TPANIC_0002 243276.TPANIC_0242 802
243276.TPANIC_0002 243276.TPANIC_0643 473
243276.TPANIC_0002 243276.TPANIC_0659 252
243276.TPANIC_0002 243276.TPANIC_1005 598
243276.TPANIC_0002 243276.TPANIC_1028 478
243276.TPANIC_0002 243276.TPANIC_0692 897
243276.TPANIC_0002 243276.TPANIC_0669 999
243276.TPANIC_0002 243276.TPANIC_0103 266
